row_id,delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delayed,delivery_status,delivery_rating,delivery_cost,delivery_time_hours_clean,expected_time_hours_clean
4819,4819.0,fedex,automobile parts,scooter,standard,west,foggy,81.2,22.03,no,delivered,5,472.09,5.0,24.0
4820,4820.0,ecom express,pharmacy,ev van,same day,east,cold,277.8,10.34,yes,delayed,2,1520.02,8.0,8.0
4821,4821.0,fedex,cosmetics,ev van,two day,east,clear,213.7,35.4,no,delivered,5,1174.7,4.0,16.0
4822,4822.0,xpressbees,documents,scooter,standard,west,cold,213.1,12.16,no,delivered,4,1101.98,6.0,24.0
4823,4823.0,ecom express,furniture,ev van,standard,south,clear,257.0,7.15,no,delivered,3,1306.45,9.0,24.0
4824,4824.0,ecom express,groceries,scooter,express,east,rainy,34.1,0.67,yes,delayed,2,221.43,3.0,2.0
4825,4825.0,fedex,clothing,van,two day,east,rainy,31.1,2.08,no,delivered,4,161.74,5.0,16.0
4826,4826.0,dhl,pharmacy,ev van,express,east,hot,25.7,38.1,no,delivered,5,292.8,1.0,2.0
4827,4827.0,blue dart,groceries,bike,same day,east,stormy,264.7,29.3,yes,delayed,2,1511.4,13.0,8.0
4828,4828.0,fedex,groceries,van,two day,north,foggy,270.7,2.01,no,delivered,5,1359.53,11.0,16.0
4829,4829.0,ecom express,pharmacy,ev bike,express,west,stormy,129.1,47.72,yes,delayed,2,838.66,8.0,4.0
4830,4830.0,fedex,electronics,ev van,standard,east,stormy,200.2,16.98,no,delivered,3,1051.94,9.0,24.0
4831,4831.0,dhl,automobile parts,ev van,two day,north,hot,254.8,45.44,no,delivered,5,1410.32,9.0,16.0
4832,4832.0,delhivery,documents,ev van,express,south,foggy,108.6,29.53,yes,failed,1,681.59,7.0,4.0
4833,4833.0,dhl,cosmetics,ev van,same day,east,cold,79.7,36.7,no,delivered,5,608.6,1.0,8.0
4834,4834.0,ekart,cosmetics,van,two day,west,foggy,290.3,46.6,no,delivered,5,1591.3,6.0,16.0
4835,4835.0,ecom express,clothing,scooter,two day,south,cold,58.5,45.46,no,delivered,5,428.88,3.0,16.0
4836,4836.0,fedex,documents,van,two day,central,hot,150.9,24.13,no,delivered,4,826.89,5.0,16.0
4837,4837.0,blue dart,groceries,bike,express,west,foggy,177.1,3.04,yes,failed,1,944.62,10.0,5.0
4838,4838.0,delhivery,fragile items,bike,same day,north,rainy,113.4,48.98,yes,delayed,2,813.94,9.0,8.0
4839,4839.0,amazon logistics,pharmacy,ev van,express,north,stormy,148.1,18.93,yes,delayed,2,847.29,7.0,4.0
4840,4840.0,ecom express,furniture,scooter,same day,west,clear,242.3,17.41,yes,delayed,2,1363.73,8.0,8.0
4841,4841.0,xpressbees,fragile items,truck,express,east,foggy,216.2,33.47,yes,delayed,2,1231.41,7.0,6.0
4842,4842.0,blue dart,furniture,scooter,two day,north,stormy,238.8,37.83,no,delivered,5,1307.49,13.0,16.0
4843,4843.0,delhivery,fragile items,truck,two day,central,foggy,85.5,29.9,no,delivered,5,517.2,6.0,16.0
4844,4844.0,blue dart,cosmetics,van,two day,north,clear,80.3,38.27,no,delivered,5,516.31,2.0,16.0
4845,4845.0,xpressbees,clothing,bike,express,east,stormy,75.8,2.76,yes,delayed,3,437.28,6.0,3.0
4846,4846.0,xpressbees,groceries,van,two day,north,cold,161.0,42.34,no,delivered,4,932.02,4.0,16.0
4847,4847.0,amazon logistics,electronics,ev bike,standard,central,foggy,49.3,26.85,no,delivered,4,327.05,3.0,24.0
4848,4848.0,delhivery,documents,ev bike,same day,east,foggy,289.6,15.87,yes,delayed,2,1595.61,8.0,8.0
4849,4849.0,blue dart,electronics,scooter,standard,west,hot,246.4,10.61,no,delivered,5,1263.83,5.0,24.0
4850,4850.0,ecom express,electronics,scooter,same day,central,clear,295.1,29.9,no,delivered,5,1632.7206,7.0,8.0
4851,4851.0,ecom express,electronics,ev bike,two day,south,cold,74.2,36.7,no,delivered,5,481.1,4.0,16.0
4852,4852.0,xpressbees,cosmetics,van,two day,south,foggy,194.5,38.21,no,delivered,5,1087.13,7.0,16.0
4853,4853.0,delhivery,groceries,bike,express,west,hot,272.2,23.97,yes,delayed,2,1482.91,9.0,7.0
4854,4854.0,delhivery,furniture,bike,two day,central,rainy,133.0,7.39,no,delivered,5,687.17,9.0,16.0
4855,4855.0,delhivery,cosmetics,van,standard,north,rainy,145.9,23.61,no,delivered,3,800.33,6.0,24.0
4856,4856.0,xpressbees,fragile items,scooter,same day,east,hot,13.1,23.98,no,delivered,4,237.44,1.0,8.0
4857,4857.0,amazon logistics,furniture,bike,express,south,rainy,287.2,0.92,yes,delayed,2,1488.76,13.0,7.0
4858,4858.0,shadowfax,furniture,ev bike,standard,north,hot,222.8,26.94,no,delivered,3,1194.82,5.0,24.0
4859,4859.0,ekart,pharmacy,van,two day,north,hot,290.0,29.57,no,delivered,5,1538.71,11.0,16.0
4860,4860.0,xpressbees,groceries,ev bike,two day,east,hot,67.6,34.15,no,delivered,5,440.45,1.0,16.0
4861,4861.0,delhivery,groceries,bike,standard,north,hot,232.0,2.81,no,delivered,5,1168.43,5.0,24.0
4862,4862.0,amazon logistics,documents,van,express,west,foggy,63.3,11.12,yes,delayed,2,399.86,3.0,3.0
4863,4863.0,ecom express,clothing,van,same day,north,cold,46.4,29.39,no,delivered,4,420.17,3.0,8.0
4864,4864.0,xpressbees,clothing,truck,standard,east,cold,275.1,39.7,no,delivered,5,1494.6,8.0,24.0
4865,4865.0,amazon logistics,pharmacy,ev van,express,south,foggy,39.3,8.66,no,delivered,5,272.48,2.0,2.0
4866,4866.0,shadowfax,fragile items,van,standard,east,clear,201.9,19.55,no,delivered,3,1068.15,7.0,24.0
4867,4867.0,fedex,groceries,van,standard,north,clear,125.4,26.51,no,delivered,3,706.53,5.0,24.0
4868,4868.0,ekart,electronics,ev van,standard,north,foggy,279.1,26.1,no,delivered,5,1473.8,6.0,24.0
4869,4869.0,ecom express,pharmacy,van,same day,south,clear,155.3,30.92,no,delivered,5,969.26,7.0,8.0
4870,4870.0,xpressbees,automobile parts,van,same day,west,cold,192.5,23.99,no,delivered,4,1134.47,6.0,8.0
4871,4871.0,blue dart,furniture,bike,express,east,foggy,228.8,25.86,yes,failed,1,1271.58,8.0,6.0
4872,4872.0,ecom express,electronics,ev bike,standard,south,foggy,106.1,11.82,no,delivered,4,565.96,5.0,24.0
4873,4873.0,delhivery,electronics,bike,two day,east,stormy,282.0,1.58,no,delivered,4,1414.74,15.0,16.0
4874,4874.0,shadowfax,furniture,scooter,same day,central,cold,23.2,41.33,no,delivered,4,339.99,0.0,8.0
4875,4875.0,blue dart,fragile items,van,two day,central,stormy,39.5,21.15,no,delivered,5,260.95,7.0,16.0
4876,4876.0,shadowfax,electronics,van,two day,east,hot,200.4,15.43,no,delivered,3,1048.29,7.0,16.0
4877,4877.0,dhl,cosmetics,bike,same day,east,stormy,131.0,45.38,yes,delayed,2,891.14,9.0,8.0
4878,4878.0,dhl,fragile items,truck,standard,south,foggy,103.3,18.26,no,delivered,5,571.28,4.0,24.0
4879,4879.0,xpressbees,electronics,ev van,two day,west,clear,227.1,32.15,no,delivered,5,1231.95,6.0,16.0
4880,4880.0,xpressbees,clothing,bike,standard,central,hot,230.4,3.05,no,delivered,3,1161.15,5.0,24.0
4881,4881.0,dhl,electronics,van,same day,central,foggy,261.0,21.29,yes,delayed,2,1468.87,9.0,8.0
4882,4882.0,ecom express,pharmacy,truck,standard,south,cold,52.8,5.85,no,delivered,4,281.55,2.0,24.0
4883,4883.0,fedex,clothing,scooter,two day,west,clear,243.5,49.52,no,delivered,4,1367.2,10.0,16.0
4884,4884.0,blue dart,automobile parts,truck,two day,north,cold,202.6,38.99,no,delivered,5,1129.97,6.0,16.0
4885,4885.0,delhivery,electronics,van,two day,north,hot,256.0,15.59,no,delivered,5,1326.77,8.0,16.0
4886,4886.0,blue dart,pharmacy,bike,express,west,rainy,179.0,46.13,yes,delayed,2,1083.39,9.0,5.0
4887,4887.0,xpressbees,fragile items,ev van,same day,east,stormy,264.8,47.78,yes,delayed,3,1567.34,11.0,8.0
4888,4888.0,fedex,clothing,ev van,standard,south,hot,232.9,17.78,no,delivered,5,1217.84,10.0,24.0
4889,4889.0,dhl,documents,van,two day,east,hot,279.5,28.98,no,delivered,4,1484.44,12.0,16.0
4890,4890.0,fedex,fragile items,bike,standard,east,rainy,194.8,21.29,no,delivered,5,1037.87,8.0,24.0
4891,4891.0,amazon logistics,electronics,bike,two day,south,hot,124.3,41.07,no,delivered,5,744.71,6.0,16.0
4892,4892.0,shadowfax,groceries,ev van,standard,east,clear,119.7,1.61,no,delivered,4,603.33,5.0,24.0
4893,4893.0,delhivery,documents,ev van,express,north,clear,122.5,2.08,no,delivered,5,668.74,4.0,4.0
4894,4894.0,delhivery,electronics,van,same day,west,foggy,203.9,48.38,yes,delayed,3,1264.64,8.0,8.0
4895,4895.0,fedex,furniture,ev van,two day,central,clear,101.2,27.88,no,delivered,4,589.64,4.0,16.0
4896,4896.0,dhl,furniture,scooter,same day,east,stormy,4.2,18.49,no,delivered,4,176.47,7.0,8.0
4897,4897.0,amazon logistics,groceries,van,express,west,rainy,30.5,24.51,yes,delayed,2,276.03,4.0,2.0
4898,4898.0,shadowfax,fragile items,bike,express,west,rainy,238.9,39.9,yes,delayed,3,1364.2,9.0,6.0
4899,4899.0,xpressbees,electronics,truck,same day,east,stormy,277.0,9.35,yes,failed,1,1513.05,9.0,8.0
4900,4900.0,shadowfax,groceries,ev bike,express,central,cold,22.4,23.14,yes,delayed,2,231.42,3.0,2.0
4901,4901.0,dhl,clothing,ev van,standard,south,clear,98.3,40.61,no,delivered,4,613.33,3.0,24.0
4902,4902.0,shadowfax,cosmetics,ev bike,same day,west,rainy,158.5,21.51,no,delivered,5,957.03,7.0,8.0
4903,4903.0,shadowfax,pharmacy,truck,express,south,foggy,230.5,39.47,yes,delayed,3,1320.91,10.0,6.0
4904,4904.0,xpressbees,cosmetics,ev bike,two day,south,clear,209.6,32.51,no,delivered,3,1145.53,7.0,16.0
4905,4905.0,blue dart,electronics,truck,standard,east,rainy,296.8,17.15,no,delivered,4,1535.45,13.0,24.0
4906,4906.0,shadowfax,furniture,van,same day,west,foggy,175.8,47.09,yes,failed,1,1120.27,8.0,8.0
4907,4907.0,ekart,electronics,truck,two day,east,foggy,126.8,28.86,no,delivered,4,720.58,8.0,16.0
4908,4908.0,amazon logistics,documents,scooter,two day,central,stormy,272.9,31.0,no,delivered,3,1457.5,11.0,16.0
4909,4909.0,amazon logistics,automobile parts,bike,same day,south,cold,89.9,6.54,no,delivered,3,569.12,6.0,8.0
4910,4910.0,shadowfax,cosmetics,ev bike,two day,east,rainy,64.0,19.94,no,delivered,4,379.82,7.0,16.0
4911,4911.0,ecom express,electronics,van,express,east,rainy,82.1,17.86,yes,delayed,2,514.08,7.0,3.0
4912,4912.0,fedex,groceries,ev van,express,west,cold,93.7,5.47,no,delivered,3,534.91,2.0,3.0
4913,4913.0,delhivery,fragile items,bike,two day,east,foggy,144.3,13.61,no,delivered,4,762.33,8.0,16.0
4914,4914.0,shadowfax,clothing,van,standard,east,clear,87.5,28.99,no,delivered,4,524.47,2.0,24.0
4915,4915.0,xpressbees,cosmetics,scooter,two day,north,cold,255.7,42.66,no,delivered,4,1406.48,7.0,16.0
4916,4916.0,delhivery,documents,ev van,same day,north,stormy,297.1,48.4,yes,delayed,2,1632.7206,16.0,8.0
4917,4917.0,delhivery,furniture,van,same day,north,cold,289.5,44.72,yes,delayed,2,1632.7206,8.0,8.0
4918,4918.0,ekart,fragile items,truck,standard,west,cold,205.0,18.06,no,delivered,5,1079.18,4.0,24.0
4919,4919.0,amazon logistics,cosmetics,bike,same day,south,stormy,210.5,41.08,yes,delayed,3,1275.74,12.0,8.0
4920,4920.0,fedex,documents,truck,express,east,hot,16.4,42.28,no,delivered,4,258.84,1.0,2.0
4921,4921.0,ecom express,electronics,van,standard,east,clear,146.6,48.54,no,delivered,5,878.62,6.0,24.0
4922,4922.0,amazon logistics,documents,truck,same day,south,stormy,181.0,44.24,no,delivered,3,1137.72,6.0,8.0
4923,4923.0,fedex,groceries,truck,two day,north,clear,274.3,5.66,no,delivered,4,1388.48,9.0,16.0
4924,4924.0,xpressbees,clothing,bike,same day,east,clear,26.9,43.96,no,delivered,5,366.38,3.0,8.0
4925,4925.0,ekart,fragile items,bike,standard,south,hot,154.0,0.73,no,delivered,3,772.19,4.0,24.0
4926,4926.0,delhivery,electronics,bike,express,east,clear,130.2,25.49,yes,delayed,2,777.47,5.0,4.0
4927,4927.0,dhl,furniture,scooter,same day,west,clear,46.1,35.61,no,delivered,4,437.33,3.0,8.0
4928,4928.0,shadowfax,automobile parts,ev bike,same day,west,foggy,287.9,28.89,yes,delayed,3,1626.17,10.0,8.0
4929,4929.0,blue dart,groceries,scooter,same day,east,foggy,275.9,21.27,yes,failed,1,1543.31,11.0,8.0
4930,4930.0,blue dart,furniture,ev van,standard,central,cold,44.4,41.63,no,delivered,4,346.89,2.0,24.0
4931,4931.0,delhivery,electronics,bike,two day,central,hot,74.7,25.13,no,delivered,4,448.89,3.0,16.0
4932,4932.0,xpressbees,cosmetics,truck,standard,west,clear,171.9,40.31,no,delivered,3,980.43,8.0,24.0
4933,4933.0,ecom express,automobile parts,ev bike,two day,central,clear,77.4,3.69,no,delivered,3,398.07,3.0,16.0
4934,4934.0,amazon logistics,cosmetics,bike,express,central,cold,204.0,8.15,no,delivered,3,1094.45,4.0,6.0
4935,4935.0,dhl,clothing,truck,two day,central,hot,240.3,30.4,no,delivered,5,1292.7,6.0,16.0
4936,4936.0,shadowfax,groceries,bike,standard,north,hot,126.2,28.72,no,delivered,4,717.16,4.0,24.0
4937,4937.0,ecom express,cosmetics,ev bike,same day,west,rainy,287.4,9.07,yes,delayed,2,1564.21,11.0,8.0
4938,4938.0,shadowfax,fragile items,van,two day,north,cold,46.0,44.34,no,delivered,5,363.02,2.0,16.0
4939,4939.0,ekart,groceries,ev van,two day,south,foggy,61.9,6.52,no,delivered,4,329.06,5.0,16.0
4940,4940.0,dhl,automobile parts,truck,express,west,clear,217.1,8.53,yes,delayed,3,1161.09,9.0,6.0
4941,4941.0,xpressbees,clothing,scooter,express,east,cold,161.5,38.07,yes,failed,1,971.71,5.0,5.0
4942,4942.0,fedex,cosmetics,bike,two day,west,clear,187.4,17.39,no,delivered,5,989.17,8.0,16.0
4943,4943.0,amazon logistics,furniture,bike,same day,south,clear,162.2,20.17,no,delivered,3,971.51,6.0,8.0
4944,4944.0,amazon logistics,cosmetics,bike,two day,central,foggy,260.8,49.52,no,delivered,3,1453.52,8.0,16.0
4945,4945.0,delhivery,pharmacy,scooter,standard,south,hot,115.0,22.23,no,delivered,4,641.69,3.0,24.0
4946,4946.0,xpressbees,groceries,ev bike,express,west,stormy,19.1,5.15,yes,delayed,2,160.95,3.0,2.0
4947,4947.0,dhl,fragile items,van,express,west,clear,205.7,46.21,yes,failed,1,1217.13,8.0,6.0
4948,4948.0,fedex,fragile items,bike,express,north,cold,153.8,28.82,yes,delayed,2,905.46,5.0,5.0
4949,4949.0,ekart,fragile items,bike,two day,central,stormy,184.2,12.36,no,delivered,4,958.08,7.0,16.0
4950,4950.0,dhl,electronics,van,two day,west,cold,71.3,4.45,no,delivered,4,369.85,3.0,16.0
4951,4951.0,ekart,groceries,scooter,same day,north,stormy,237.0,21.71,yes,delayed,3,1350.13,9.0,8.0
4952,4952.0,delhivery,cosmetics,ev bike,standard,south,rainy,19.9,46.5,no,delivered,5,239.0,6.0,24.0
4953,4953.0,amazon logistics,fragile items,van,express,north,clear,60.0,25.22,yes,delayed,2,425.66,4.0,3.0
4954,4954.0,blue dart,groceries,bike,express,east,hot,3.6,23.52,yes,delayed,2,137.56,2.0,2.0
4955,4955.0,dhl,cosmetics,scooter,same day,north,clear,207.2,22.45,no,delivered,5,1203.35,7.0,8.0
4956,4956.0,blue dart,pharmacy,van,express,west,cold,230.1,13.63,yes,delayed,2,1241.39,6.0,6.0
4957,4957.0,blue dart,clothing,bike,same day,north,hot,162.6,22.17,no,delivered,5,979.51,6.0,8.0
4958,4958.0,dhl,automobile parts,bike,two day,west,foggy,54.5,7.79,no,delivered,4,295.87,5.0,16.0
4959,4959.0,ecom express,furniture,ev van,same day,west,stormy,15.4,43.4,no,delivered,3,307.2,5.0,8.0
4960,4960.0,ecom express,pharmacy,van,two day,south,foggy,88.5,13.12,no,delivered,4,481.86,5.0,16.0
4961,4961.0,dhl,documents,ev bike,express,south,clear,116.4,16.51,no,delivered,3,681.53,3.0,4.0
4962,4962.0,fedex,electronics,ev van,same day,west,cold,142.7,32.06,no,delivered,5,909.68,7.0,8.0
4963,4963.0,ecom express,furniture,bike,express,central,hot,228.9,22.98,no,delivered,4,1263.44,4.0,6.0
4964,4964.0,ekart,cosmetics,ev bike,express,central,cold,283.0,42.46,yes,delayed,2,1592.38,9.0,7.0
4965,4965.0,ecom express,documents,ev bike,express,west,stormy,241.2,1.5,yes,delayed,3,1260.5,9.0,6.0
4966,4966.0,delhivery,automobile parts,bike,same day,south,cold,106.0,14.54,no,delivered,5,673.62,2.0,8.0
4967,4967.0,ekart,cosmetics,scooter,same day,south,clear,6.8,21.6,no,delivered,4,198.8,0.0,8.0
4968,4968.0,dhl,pharmacy,bike,same day,north,stormy,292.4,23.87,yes,delayed,3,1632.7206,16.0,8.0
4969,4969.0,delhivery,fragile items,bike,two day,north,cold,204.3,49.52,no,delivered,4,1170.09,10.0,16.0
4970,4970.0,amazon logistics,fragile items,scooter,same day,north,foggy,97.1,14.87,no,delivered,3,630.11,5.0,8.0
4971,4971.0,amazon logistics,cosmetics,scooter,same day,west,foggy,279.4,42.71,yes,delayed,2,1625.13,9.0,8.0
4972,4972.0,dhl,fragile items,ev van,two day,east,hot,28.2,8.01,no,delivered,5,165.03,3.0,16.0
4973,4973.0,amazon logistics,cosmetics,scooter,standard,east,foggy,103.7,35.48,no,delivered,4,624.94,5.0,24.0
4974,4974.0,xpressbees,fragile items,ev bike,standard,south,clear,150.2,39.24,no,delivered,4,868.72,7.0,24.0
4975,4975.0,amazon logistics,electronics,bike,standard,north,rainy,84.8,10.62,no,delivered,3,455.86,8.0,24.0
4976,4976.0,amazon logistics,groceries,truck,standard,east,cold,35.4,5.83,no,delivered,5,194.49,2.0,24.0
4977,4977.0,shadowfax,fragile items,ev bike,standard,east,rainy,38.3,27.66,no,delivered,4,274.48,4.0,24.0
4978,4978.0,delhivery,furniture,bike,standard,north,rainy,199.2,33.94,no,delivered,3,1097.82,12.0,24.0
4979,4979.0,ecom express,electronics,van,same day,west,foggy,290.1,45.68,yes,delayed,2,1632.7206,11.0,8.0
4980,4980.0,shadowfax,fragile items,ev van,same day,south,foggy,295.5,30.86,yes,delayed,2,1632.7206,11.0,8.0
4981,4981.0,ecom express,pharmacy,truck,same day,east,cold,142.8,19.4,no,delivered,3,872.2,3.0,8.0
4982,4982.0,ecom express,automobile parts,ev bike,two day,south,hot,229.8,45.61,no,delivered,4,1285.83,8.0,16.0
4983,4983.0,blue dart,electronics,van,two day,north,hot,63.8,23.35,no,delivered,5,389.05,4.0,16.0
4984,4984.0,dhl,clothing,scooter,express,central,clear,208.1,8.85,yes,delayed,2,1117.05,7.0,6.0
4985,4985.0,blue dart,furniture,van,standard,west,cold,137.3,48.07,no,delivered,4,830.71,4.0,24.0
4986,4986.0,delhivery,clothing,van,express,south,foggy,193.9,23.14,yes,delayed,2,1088.92,6.0,5.0
4987,4987.0,ecom express,furniture,ev van,two day,south,clear,10.5,17.71,no,delivered,4,105.63,3.0,16.0
4988,4988.0,ecom express,groceries,van,two day,north,rainy,229.1,42.37,no,delivered,4,1272.61,8.0,16.0
4989,4989.0,ecom express,clothing,truck,standard,west,stormy,168.2,48.11,no,delivered,3,985.33,9.0,24.0
4990,4990.0,amazon logistics,cosmetics,truck,standard,south,clear,165.1,14.7,no,delivered,4,869.6,5.0,24.0
4991,4991.0,shadowfax,electronics,van,same day,south,hot,67.5,12.57,no,delivered,4,475.21,4.0,8.0
4992,4992.0,fedex,fragile items,van,two day,central,rainy,108.1,30.73,no,delivered,4,632.69,6.0,16.0
4993,4993.0,ecom express,clothing,ev van,two day,central,cold,16.3,29.95,no,delivered,5,171.35,0.0,16.0
4994,4994.0,fedex,pharmacy,scooter,two day,east,clear,104.7,39.85,no,delivered,4,643.05,6.0,16.0
4995,4995.0,shadowfax,automobile parts,van,express,east,cold,82.6,47.14,no,delivered,5,604.42,2.0,3.0
4996,4996.0,blue dart,clothing,ev bike,two day,central,hot,234.7,0.84,no,delivered,5,1176.02,4.0,16.0
4997,4997.0,xpressbees,automobile parts,bike,same day,west,rainy,41.3,14.88,no,delivered,4,351.14,5.0,8.0
4998,4998.0,amazon logistics,documents,ev bike,express,south,foggy,50.2,5.59,yes,delayed,3,317.77,4.0,3.0
4999,4999.0,xpressbees,cosmetics,ev bike,standard,west,clear,240.4,16.41,no,delivered,3,1251.23,8.0,24.0
5000,5000.0,fedex,fragile items,van,same day,north,clear,176.3,12.46,no,delivered,5,1018.88,4.0,8.0
5001,5001.0,blue dart,documents,truck,express,east,foggy,194.7,35.55,yes,failed,1,1130.15,7.0,5.0
5002,5002.0,delhivery,groceries,van,express,east,rainy,39.6,41.08,yes,delayed,2,371.24,6.0,2.0
5003,5003.0,shadowfax,fragile items,truck,standard,east,hot,195.8,34.28,no,delivered,5,1081.84,7.0,24.0
5004,5004.0,xpressbees,electronics,bike,standard,west,hot,194.0,32.5,no,delivered,4,1067.5,7.0,24.0
5005,5005.0,xpressbees,electronics,truck,standard,north,rainy,141.2,39.36,no,delivered,4,824.08,6.0,24.0
5006,5006.0,ecom express,documents,van,standard,central,rainy,287.7,23.56,no,delivered,4,1509.18,13.0,24.0
5007,5007.0,fedex,pharmacy,bike,two day,south,cold,82.2,7.44,no,delivered,5,433.32,2.0,16.0
5008,5008.0,amazon logistics,fragile items,ev bike,standard,south,foggy,173.2,21.38,no,delivered,3,930.14,7.0,24.0
5009,5009.0,xpressbees,pharmacy,bike,express,east,stormy,39.7,16.16,yes,delayed,2,296.98,8.0,2.0
5010,5010.0,ekart,furniture,truck,two day,central,stormy,116.6,3.93,no,delivered,4,594.79,7.0,16.0
5011,5011.0,amazon logistics,fragile items,ev van,standard,central,hot,80.3,36.83,no,delivered,5,511.99,4.0,24.0
5012,5012.0,delhivery,clothing,ev van,same day,east,cold,209.1,28.19,yes,delayed,2,1230.07,8.0,8.0
5013,5013.0,shadowfax,automobile parts,truck,express,east,hot,229.0,29.53,yes,failed,2,1283.59,9.0,6.0
5014,5014.0,ecom express,documents,ev bike,express,east,clear,257.9,21.5,yes,delayed,2,1404.0,8.0,7.0
5015,5015.0,shadowfax,documents,truck,express,west,foggy,75.2,31.52,yes,failed,2,520.56,6.0,3.0
5016,5016.0,ecom express,automobile parts,ev bike,same day,central,rainy,194.9,31.07,yes,delayed,2,1167.71,9.0,8.0
5017,5017.0,delhivery,pharmacy,ev van,two day,north,rainy,152.5,14.16,no,delivered,5,804.98,5.0,16.0
5018,5018.0,fedex,groceries,van,same day,east,rainy,161.1,6.64,yes,delayed,3,925.42,8.0,8.0
5019,5019.0,amazon logistics,documents,van,standard,east,cold,68.2,22.54,no,delivered,5,408.62,3.0,24.0
5020,5020.0,shadowfax,groceries,scooter,standard,west,cold,212.8,35.59,no,delivered,4,1170.77,7.0,24.0
5021,5021.0,amazon logistics,fragile items,ev van,same day,north,rainy,187.3,30.53,yes,delayed,2,1128.09,9.0,8.0
5022,5022.0,fedex,clothing,ev van,express,east,stormy,272.1,33.57,yes,delayed,2,1511.21,13.0,7.0
5023,5023.0,xpressbees,clothing,ev bike,standard,west,foggy,180.5,25.85,no,delivered,3,980.05,6.0,24.0
5024,5024.0,dhl,documents,truck,same day,north,hot,208.6,18.25,no,delivered,4,1197.75,4.0,8.0
5025,5025.0,amazon logistics,furniture,scooter,express,north,cold,104.1,6.77,yes,delayed,3,590.81,6.0,4.0
5026,5026.0,blue dart,fragile items,ev van,two day,north,foggy,57.2,42.69,no,delivered,3,414.07,2.0,16.0
5027,5027.0,ekart,clothing,bike,two day,central,foggy,284.2,5.95,no,delivered,5,1438.85,8.0,16.0
5028,5028.0,delhivery,fragile items,truck,standard,central,foggy,181.4,14.15,no,delivered,4,949.45,6.0,24.0
5029,5029.0,xpressbees,automobile parts,scooter,two day,east,foggy,144.0,4.71,no,delivered,4,734.13,6.0,16.0
5030,5030.0,ekart,groceries,van,two day,central,cold,297.1,29.56,no,delivered,5,1586.68,7.0,16.0
5031,5031.0,ekart,automobile parts,bike,same day,east,clear,80.2,49.21,no,delivered,5,648.63,2.0,8.0
5032,5032.0,amazon logistics,automobile parts,bike,same day,central,clear,212.1,11.86,no,delivered,4,1196.08,5.0,8.0
5033,5033.0,dhl,fragile items,van,express,north,foggy,68.4,26.31,yes,delayed,3,470.93,4.0,3.0
5034,5034.0,blue dart,groceries,van,express,west,foggy,132.6,46.35,yes,failed,2,852.05,5.0,4.0
5035,5035.0,delhivery,documents,ev van,standard,west,foggy,114.4,30.75,no,delivered,5,664.25,7.0,24.0
5036,5036.0,ekart,fragile items,truck,standard,west,cold,226.5,4.64,no,delivered,5,1146.42,4.0,24.0
5037,5037.0,ecom express,groceries,bike,same day,east,stormy,140.8,45.78,no,delivered,5,941.34,7.0,8.0
5038,5038.0,fedex,electronics,ev van,same day,south,rainy,104.6,18.3,no,delivered,4,677.9,7.0,8.0
5039,5039.0,ecom express,cosmetics,truck,standard,north,rainy,88.3,48.01,no,delivered,5,585.53,9.0,24.0
5040,5040.0,blue dart,groceries,ev bike,express,west,clear,251.6,7.48,no,delivered,4,1330.44,5.0,7.0
5041,5041.0,dhl,automobile parts,ev van,same day,east,clear,63.3,45.46,no,delivered,5,552.88,1.0,8.0
5042,5042.0,blue dart,fragile items,truck,standard,east,rainy,138.3,46.92,no,delivered,4,832.26,7.0,24.0
5043,5043.0,dhl,electronics,scooter,standard,north,hot,127.6,36.13,no,delivered,4,746.39,5.0,24.0
5044,5044.0,shadowfax,automobile parts,van,two day,south,cold,141.9,35.58,no,delivered,4,816.24,4.0,16.0
5045,5045.0,amazon logistics,automobile parts,ev bike,express,central,hot,200.5,46.44,no,delivered,4,1191.82,4.0,6.0
5046,5046.0,dhl,cosmetics,bike,express,west,cold,266.1,20.47,yes,delayed,3,1441.91,12.0,7.0
5047,5047.0,xpressbees,documents,ev van,standard,west,rainy,48.1,42.91,no,delivered,5,369.23,5.0,24.0
5048,5048.0,shadowfax,cosmetics,van,standard,north,stormy,215.3,33.28,no,delivered,4,1176.34,9.0,24.0
5049,5049.0,ekart,fragile items,truck,same day,east,hot,43.7,16.75,no,delivered,4,368.75,2.0,8.0
5050,5050.0,ecom express,fragile items,ev van,express,east,cold,3.6,1.22,no,delivered,4,95.6674,1.0,2.0
5051,5051.0,dhl,groceries,ev van,express,west,rainy,3.6,37.89,yes,delayed,3,180.67,5.0,2.0
5052,5052.0,blue dart,cosmetics,ev bike,standard,west,rainy,268.9,24.14,no,delivered,5,1416.92,12.0,24.0
5053,5053.0,ecom express,groceries,scooter,two day,north,cold,254.1,40.3,no,delivered,5,1391.4,7.0,16.0
5054,5054.0,ecom express,documents,truck,two day,central,stormy,98.5,22.35,no,delivered,5,559.55,8.0,16.0
5055,5055.0,delhivery,cosmetics,truck,express,north,hot,195.1,5.3,yes,delayed,2,1041.4,6.0,5.0
5056,5056.0,ecom express,furniture,ev van,standard,east,stormy,45.8,28.11,no,delivered,4,313.33,5.0,24.0
5057,5057.0,ecom express,documents,bike,two day,south,clear,226.5,31.6,no,delivered,5,1227.3,8.0,16.0
