row_id,delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delayed,delivery_status,delivery_rating,delivery_cost,delivery_time_hours_clean,expected_time_hours_clean,delay_duration_hours,delay_category,on_time_flag,delivery_success_flag,distance_category,cost_per_km,satisfaction_category,performance_score
3289,3289.0,blue dart,groceries,ev bike,same day,west,foggy,28.7,5.69,no,delivered,5,260.57,4.0,8.0,-4.0,on_time_or_early,1,1,short,9.079094076655052,excellent,100.0
3290,3290.0,blue dart,pharmacy,ev van,express,west,stormy,205.8,12.71,yes,delayed,2,1117.13,9.0,6.0,3.0,moderate_delay,0,1,long,5.428231292517007,poor,42.0
3291,3291.0,dhl,fragile items,bike,same day,east,stormy,234.1,0.67,yes,delayed,2,1272.0,14.0,8.0,6.0,moderate_delay,0,1,very_long,5.433575395130286,poor,42.0
3292,3292.0,fedex,fragile items,ev bike,express,south,stormy,190.3,10.08,yes,delayed,3,1031.74,9.0,5.0,4.0,moderate_delay,0,1,long,5.421650026274303,average,48.0
3293,3293.0,ekart,clothing,scooter,two day,north,hot,74.3,47.34,no,delivered,4,513.52,3.0,16.0,-13.0,on_time_or_early,1,1,short,6.911440107671601,good,94.0
3294,3294.0,ekart,groceries,bike,standard,central,clear,63.7,15.17,no,delivered,4,364.01,3.0,24.0,-21.0,on_time_or_early,1,1,short,5.714442700156986,good,94.0
3295,3295.0,blue dart,documents,scooter,two day,north,stormy,94.6,27.61,no,delivered,4,555.83,8.0,16.0,-8.0,on_time_or_early,1,1,medium,5.875581395348838,good,94.0
3296,3296.0,amazon logistics,automobile parts,ev bike,same day,central,foggy,206.7,29.72,yes,delayed,3,1222.66,8.0,8.0,0.0,on_time_or_early,0,1,long,5.915142718916305,average,48.0
3297,3297.0,blue dart,fragile items,bike,two day,south,hot,18.7,35.53,no,delivered,5,200.09,0.0,16.0,-16.0,on_time_or_early,1,1,short,10.700000000000001,excellent,100.0
3298,3298.0,ecom express,pharmacy,ev bike,standard,east,cold,258.5,22.51,no,delivered,4,1360.03,7.0,24.0,-17.0,on_time_or_early,1,1,very_long,5.261237911025145,good,94.0
3299,3299.0,fedex,electronics,van,same day,north,foggy,288.9,6.93,yes,delayed,2,1565.29,10.0,8.0,2.0,mild_delay,0,1,very_long,5.418103149878851,poor,42.0
3300,3300.0,amazon logistics,fragile items,scooter,express,west,stormy,265.6,30.76,yes,failed,2,1470.28,11.0,7.0,4.0,moderate_delay,0,0,very_long,5.535692771084337,poor,12.0
3301,3301.0,shadowfax,pharmacy,scooter,same day,east,rainy,127.6,32.16,no,delivered,4,834.48,6.0,8.0,-2.0,on_time_or_early,1,1,medium,6.539811912225706,good,94.0
3302,3302.0,ekart,documents,van,same day,east,clear,158.6,20.56,no,delivered,4,954.68,3.0,8.0,-5.0,on_time_or_early,1,1,long,6.019419924337957,good,94.0
3303,3303.0,shadowfax,groceries,van,same day,north,clear,154.7,49.52,no,delivered,4,1022.12,5.0,8.0,-3.0,on_time_or_early,1,1,long,6.607110536522302,good,94.0
3304,3304.0,ekart,furniture,scooter,same day,south,cold,179.5,18.79,yes,delayed,3,1053.87,8.0,8.0,0.0,on_time_or_early,0,1,long,5.871142061281336,average,48.0
3305,3305.0,blue dart,documents,truck,standard,east,rainy,256.6,1.47,no,delivered,5,1287.41,12.0,24.0,-12.0,on_time_or_early,1,1,very_long,5.017186282151208,excellent,100.0
3306,3306.0,ekart,automobile parts,ev van,express,north,clear,259.8,7.68,no,delivered,4,1372.04,6.0,7.0,-1.0,on_time_or_early,1,1,very_long,5.28113933795227,good,94.0
3307,3307.0,ekart,automobile parts,van,express,west,rainy,94.0,47.33,yes,delayed,2,661.99,6.0,3.0,3.0,moderate_delay,0,1,medium,7.042446808510638,poor,42.0
3308,3308.0,blue dart,electronics,scooter,two day,south,stormy,34.2,37.35,no,delivered,5,283.05,4.0,16.0,-12.0,on_time_or_early,1,1,short,8.276315789473683,excellent,100.0
3309,3309.0,delhivery,automobile parts,truck,same day,west,foggy,167.2,42.04,no,delivered,3,1062.12,6.0,8.0,-2.0,on_time_or_early,1,1,long,6.352392344497607,average,88.0
3310,3310.0,ecom express,groceries,ev bike,standard,north,clear,12.5,48.2,no,delivered,4,207.1,2.0,24.0,-22.0,on_time_or_early,1,1,short,16.567999999999998,good,94.0
3311,3311.0,fedex,fragile items,truck,express,north,foggy,203.6,35.24,yes,delayed,2,1173.72,10.0,6.0,4.0,moderate_delay,0,1,long,5.76483300589391,poor,42.0
3312,3312.0,dhl,fragile items,truck,same day,central,cold,214.2,8.63,no,delivered,4,1196.89,7.0,8.0,-1.0,on_time_or_early,1,1,long,5.587721755368815,good,94.0
3313,3313.0,ecom express,pharmacy,ev bike,express,south,foggy,201.7,42.34,yes,delayed,2,1185.52,9.0,6.0,3.0,moderate_delay,0,1,long,5.877640059494299,poor,42.0
3314,3314.0,ekart,cosmetics,ev van,same day,central,cold,78.3,10.27,no,delivered,3,522.31,3.0,8.0,-5.0,on_time_or_early,1,1,medium,6.670625798212004,average,88.0
3315,3315.0,dhl,cosmetics,bike,two day,west,foggy,223.0,34.38,no,delivered,4,1218.14,5.0,16.0,-11.0,on_time_or_early,1,1,long,5.462511210762332,good,94.0
3316,3316.0,amazon logistics,fragile items,ev van,same day,east,rainy,88.5,1.83,no,delivered,4,547.99,3.0,8.0,-5.0,on_time_or_early,1,1,medium,6.191977401129944,good,94.0
3317,3317.0,shadowfax,groceries,ev van,same day,west,stormy,127.9,17.13,no,delivered,4,790.89,7.0,8.0,-1.0,on_time_or_early,1,1,medium,6.183659108678655,good,94.0
3318,3318.0,dhl,cosmetics,ev van,same day,east,cold,210.0,25.94,no,delivered,5,1227.82,7.0,8.0,-1.0,on_time_or_early,1,1,long,5.846761904761904,excellent,100.0
3319,3319.0,ekart,automobile parts,van,express,south,hot,93.8,34.98,yes,delayed,2,623.94,3.0,3.0,0.0,on_time_or_early,0,1,medium,6.65181236673774,poor,42.0
3320,3320.0,delhivery,automobile parts,ev van,same day,central,cold,266.2,42.67,no,delivered,3,1559.01,6.0,8.0,-2.0,on_time_or_early,1,1,very_long,5.856536438767844,average,88.0
3321,3321.0,delhivery,clothing,bike,standard,north,clear,98.5,3.14,no,delivered,4,501.92,4.0,24.0,-20.0,on_time_or_early,1,1,medium,5.095634517766498,good,94.0
3322,3322.0,blue dart,furniture,van,two day,west,hot,258.2,41.04,no,delivered,5,1414.12,7.0,16.0,-9.0,on_time_or_early,1,1,very_long,5.476839659178931,excellent,100.0
3323,3323.0,amazon logistics,furniture,ev van,express,west,clear,282.1,37.45,yes,delayed,3,1572.85,10.0,7.0,3.0,moderate_delay,0,1,very_long,5.575505140021268,average,48.0
3324,3324.0,shadowfax,pharmacy,scooter,two day,north,hot,113.0,40.82,no,delivered,4,687.46,5.0,16.0,-11.0,on_time_or_early,1,1,medium,6.083716814159293,good,94.0
3325,3325.0,dhl,pharmacy,ev bike,express,west,rainy,16.4,26.39,yes,delayed,3,211.17,6.0,2.0,4.0,moderate_delay,0,1,short,12.876219512195123,average,48.0
3326,3326.0,amazon logistics,fragile items,scooter,two day,central,hot,76.9,29.38,no,delivered,5,472.64,2.0,16.0,-14.0,on_time_or_early,1,1,medium,6.146163849154746,excellent,100.0
3327,3327.0,blue dart,furniture,truck,same day,south,foggy,231.3,5.81,yes,delayed,2,1273.93,8.0,8.0,0.0,on_time_or_early,0,1,very_long,5.507695633376567,poor,42.0
3328,3328.0,blue dart,cosmetics,truck,two day,east,clear,29.5,40.94,no,delivered,5,270.32,0.0,16.0,-16.0,on_time_or_early,1,1,short,9.163389830508475,excellent,100.0
3329,3329.0,dhl,automobile parts,ev van,express,south,hot,262.8,7.45,no,delivered,5,1386.35,5.0,7.0,-2.0,on_time_or_early,1,1,very_long,5.275304414003044,excellent,100.0
3330,3330.0,ecom express,electronics,van,same day,north,foggy,180.0,30.04,no,delivered,5,1090.12,6.0,8.0,-2.0,on_time_or_early,1,1,long,6.056222222222222,excellent,100.0
3331,3331.0,shadowfax,pharmacy,ev bike,same day,north,clear,239.3,14.68,no,delivered,5,1340.54,4.0,8.0,-4.0,on_time_or_early,1,1,very_long,5.601922273297117,excellent,100.0
3332,3332.0,amazon logistics,groceries,van,same day,north,rainy,228.0,5.96,no,delivered,4,1257.88,7.0,8.0,-1.0,on_time_or_early,1,1,very_long,5.51701754385965,good,94.0
3333,3333.0,ekart,automobile parts,van,express,west,rainy,226.2,11.64,yes,delayed,2,1215.92,12.0,6.0,6.0,moderate_delay,0,1,very_long,5.375419982316535,poor,42.0
3334,3334.0,amazon logistics,furniture,bike,express,west,rainy,8.3,0.9,yes,delayed,3,95.6674,3.0,2.0,1.0,mild_delay,0,1,short,11.526192771084336,average,48.0
3335,3335.0,delhivery,pharmacy,bike,standard,north,foggy,221.9,12.31,no,delivered,4,1146.43,10.0,24.0,-14.0,on_time_or_early,1,1,long,5.166426318161334,good,94.0
3336,3336.0,ekart,cosmetics,ev bike,same day,north,foggy,203.6,21.82,yes,delayed,3,1183.46,8.0,8.0,0.0,on_time_or_early,0,1,long,5.812671905697447,average,48.0
3337,3337.0,fedex,documents,bike,express,central,rainy,180.9,29.3,yes,delayed,3,1042.4,6.0,5.0,1.0,mild_delay,0,1,long,5.762299613045882,average,48.0
3338,3338.0,delhivery,furniture,bike,standard,central,rainy,257.2,8.05,no,delivered,5,1310.15,11.0,24.0,-13.0,on_time_or_early,1,1,very_long,5.093895800933127,excellent,100.0
3339,3339.0,amazon logistics,cosmetics,scooter,express,east,hot,159.2,14.38,no,delivered,4,889.14,4.0,5.0,-1.0,on_time_or_early,1,1,long,5.585050251256281,good,94.0
3340,3340.0,amazon logistics,cosmetics,van,express,west,stormy,171.6,33.7,yes,failed,1,1009.1,9.0,5.0,4.0,moderate_delay,0,0,long,5.880536130536131,poor,6.0
3341,3341.0,fedex,documents,bike,same day,south,rainy,155.8,10.16,no,delivered,5,909.48,5.0,8.0,-3.0,on_time_or_early,1,1,long,5.837483953786906,excellent,100.0
3342,3342.0,ekart,fragile items,truck,two day,north,foggy,223.6,16.13,no,delivered,5,1166.39,9.0,16.0,-7.0,on_time_or_early,1,1,long,5.216413237924867,excellent,100.0
3343,3343.0,delhivery,clothing,ev bike,two day,central,cold,279.2,28.16,no,delivered,5,1480.48,7.0,16.0,-9.0,on_time_or_early,1,1,very_long,5.302578796561605,excellent,100.0
3344,3344.0,shadowfax,documents,truck,same day,south,clear,180.2,23.91,no,delivered,5,1072.73,7.0,8.0,-1.0,on_time_or_early,1,1,long,5.95299667036626,excellent,100.0
3345,3345.0,fedex,fragile items,truck,two day,south,cold,106.7,19.02,no,delivered,4,590.56,3.0,16.0,-13.0,on_time_or_early,1,1,medium,5.534770384254919,good,94.0
3346,3346.0,xpressbees,pharmacy,ev van,standard,east,clear,154.0,33.81,no,delivered,5,871.43,5.0,24.0,-19.0,on_time_or_early,1,1,long,5.658636363636363,excellent,100.0
3347,3347.0,shadowfax,furniture,ev van,two day,west,rainy,283.8,14.27,no,delivered,5,1461.81,15.0,16.0,-1.0,on_time_or_early,1,1,very_long,5.150845665961945,excellent,100.0
3348,3348.0,blue dart,pharmacy,truck,same day,north,stormy,55.8,19.59,yes,failed,1,437.77,8.0,8.0,0.0,on_time_or_early,0,0,short,7.845340501792115,poor,6.0
3349,3349.0,blue dart,automobile parts,bike,express,east,rainy,272.0,27.64,yes,delayed,3,1492.92,12.0,7.0,5.0,moderate_delay,0,1,very_long,5.488676470588236,average,48.0
3350,3350.0,amazon logistics,documents,ev bike,express,east,cold,249.7,21.11,yes,delayed,2,1361.83,10.0,6.0,4.0,moderate_delay,0,1,very_long,5.453864637565078,poor,42.0
3351,3351.0,blue dart,documents,ev bike,express,west,hot,111.2,17.12,no,delivered,5,657.36,2.0,4.0,-2.0,on_time_or_early,1,1,medium,5.911510791366906,excellent,100.0
3352,3352.0,ecom express,furniture,scooter,two day,central,stormy,263.4,47.91,yes,delayed,2,1460.73,16.0,16.0,0.0,on_time_or_early,0,1,very_long,5.545671981776766,poor,42.0
3353,3353.0,delhivery,fragile items,bike,express,west,foggy,225.0,13.31,yes,delayed,3,1214.93,11.0,6.0,5.0,moderate_delay,0,1,very_long,5.399688888888889,average,48.0
3354,3354.0,xpressbees,furniture,bike,standard,west,cold,284.6,17.14,no,delivered,5,1474.42,9.0,24.0,-15.0,on_time_or_early,1,1,very_long,5.180674631061138,excellent,100.0
3355,3355.0,ecom express,cosmetics,scooter,two day,central,foggy,153.1,5.44,no,delivered,3,781.82,8.0,16.0,-8.0,on_time_or_early,1,1,long,5.106596995427825,average,88.0
3356,3356.0,dhl,fragile items,ev bike,same day,east,cold,215.3,49.34,yes,failed,1,1324.52,9.0,8.0,1.0,mild_delay,0,0,long,6.151973989781699,poor,6.0
3357,3357.0,delhivery,automobile parts,ev van,express,north,cold,106.6,40.85,yes,delayed,3,705.55,5.0,4.0,1.0,mild_delay,0,1,medium,6.6186679174484055,average,48.0
3358,3358.0,amazon logistics,furniture,bike,same day,central,hot,115.4,10.35,no,delivered,3,708.05,6.0,8.0,-2.0,on_time_or_early,1,1,medium,6.135615251299826,average,88.0
3359,3359.0,blue dart,furniture,van,express,central,hot,54.9,10.13,yes,delayed,2,354.89,3.0,3.0,0.0,on_time_or_early,0,1,short,6.464298724954463,poor,42.0
3360,3360.0,fedex,electronics,ev van,same day,central,stormy,173.1,19.37,no,delivered,5,1023.61,7.0,8.0,-1.0,on_time_or_early,1,1,long,5.913402657423455,excellent,100.0
3361,3361.0,ecom express,electronics,bike,standard,central,cold,3.6,21.53,no,delivered,4,95.6674,2.0,24.0,-22.0,on_time_or_early,1,1,short,26.574277777777777,good,94.0
3362,3362.0,xpressbees,furniture,ev van,express,central,stormy,275.7,20.48,yes,failed,2,1489.94,14.0,7.0,7.0,severe_delay,0,0,very_long,5.404207471889736,poor,12.0
3363,3363.0,delhivery,cosmetics,bike,express,west,cold,100.1,21.15,yes,failed,1,613.95,4.0,4.0,0.0,on_time_or_early,0,0,medium,6.133366633366634,poor,6.0
3364,3364.0,amazon logistics,fragile items,scooter,two day,north,rainy,187.1,16.5,no,delivered,4,985.0,10.0,16.0,-6.0,on_time_or_early,1,1,long,5.264564404061999,good,94.0
3365,3365.0,blue dart,groceries,bike,two day,west,foggy,292.3,10.47,no,delivered,4,1492.91,14.0,16.0,-2.0,on_time_or_early,1,1,very_long,5.107458091002395,good,94.0
3366,3366.0,xpressbees,pharmacy,ev bike,two day,north,clear,126.1,13.63,no,delivered,5,671.39,7.0,16.0,-9.0,on_time_or_early,1,1,medium,5.32426645519429,excellent,100.0
3367,3367.0,shadowfax,fragile items,van,express,north,clear,22.4,14.89,no,delivered,5,206.67,1.0,2.0,-1.0,on_time_or_early,1,1,short,9.226339285714285,excellent,100.0
3368,3368.0,ekart,documents,van,express,west,rainy,113.2,27.45,yes,delayed,2,698.35,7.0,4.0,3.0,moderate_delay,0,1,medium,6.169169611307421,poor,42.0
3369,3369.0,dhl,clothing,truck,same day,central,cold,294.2,4.03,no,delivered,4,1583.09,7.0,8.0,-1.0,on_time_or_early,1,1,very_long,5.380999320190346,good,94.0
3370,3370.0,blue dart,automobile parts,scooter,express,south,rainy,287.4,8.92,yes,delayed,2,1513.76,10.0,7.0,3.0,moderate_delay,0,1,very_long,5.267084203201114,poor,42.0
3371,3371.0,ecom express,furniture,ev bike,same day,north,hot,205.0,27.42,no,delivered,4,1207.26,5.0,8.0,-3.0,on_time_or_early,1,1,long,5.889073170731708,good,94.0
3372,3372.0,ekart,clothing,van,same day,east,rainy,204.3,16.06,no,delivered,4,1169.68,7.0,8.0,-1.0,on_time_or_early,1,1,long,5.725305922662751,good,94.0
3373,3373.0,ekart,documents,ev bike,two day,south,hot,145.5,28.99,no,delivered,5,814.47,3.0,16.0,-13.0,on_time_or_early,1,1,medium,5.597731958762886,excellent,100.0
3374,3374.0,fedex,documents,truck,express,central,rainy,151.9,41.9,yes,delayed,2,935.2,8.0,5.0,3.0,moderate_delay,0,1,long,6.15668202764977,poor,42.0
3375,3375.0,xpressbees,clothing,ev bike,standard,north,foggy,166.4,43.38,no,delivered,5,962.14,10.0,24.0,-14.0,on_time_or_early,1,1,long,5.7820913461538455,excellent,100.0
3376,3376.0,fedex,groceries,ev van,express,central,hot,119.5,6.29,yes,delayed,3,666.37,5.0,4.0,1.0,mild_delay,0,1,medium,5.576317991631799,average,48.0
3377,3377.0,fedex,fragile items,truck,two day,south,cold,245.3,12.29,no,delivered,4,1263.37,9.0,16.0,-7.0,on_time_or_early,1,1,very_long,5.1503057480635945,good,94.0
3378,3378.0,shadowfax,cosmetics,scooter,express,south,foggy,272.6,35.49,yes,delayed,2,1519.47,10.0,7.0,3.0,moderate_delay,0,1,very_long,5.5739911958914155,poor,42.0
3379,3379.0,amazon logistics,automobile parts,ev bike,express,west,stormy,258.9,26.82,yes,failed,1,1424.96,13.0,7.0,6.0,moderate_delay,0,0,very_long,5.503901120123601,poor,6.0
3380,3380.0,dhl,fragile items,ev bike,express,central,stormy,85.5,4.02,yes,delayed,2,489.56,6.0,3.0,3.0,moderate_delay,0,1,medium,5.725847953216374,poor,42.0
3381,3381.0,amazon logistics,documents,van,express,east,foggy,61.1,45.08,yes,failed,2,490.74,3.0,3.0,0.0,on_time_or_early,0,0,short,8.031751227495908,poor,12.0
3382,3382.0,amazon logistics,electronics,van,two day,east,foggy,292.7,33.3,no,delivered,5,1563.4,12.0,16.0,-4.0,on_time_or_early,1,1,very_long,5.341305090536386,excellent,100.0
3383,3383.0,ecom express,clothing,ev van,same day,west,cold,47.9,1.0,no,delivered,5,342.5,3.0,8.0,-5.0,on_time_or_early,1,1,short,7.150313152400836,excellent,100.0
3384,3384.0,ecom express,fragile items,scooter,two day,west,foggy,112.6,13.6,no,delivered,4,603.8,4.0,16.0,-12.0,on_time_or_early,1,1,medium,5.36234458259325,good,94.0
3385,3385.0,amazon logistics,groceries,bike,standard,west,hot,16.0,49.07,no,delivered,3,227.21,1.0,24.0,-23.0,on_time_or_early,1,1,short,14.200625,average,88.0
3386,3386.0,ekart,cosmetics,truck,same day,north,foggy,63.8,21.75,no,delivered,4,484.25,4.0,8.0,-4.0,on_time_or_early,1,1,short,7.59012539184953,good,94.0
3387,3387.0,xpressbees,furniture,bike,standard,central,stormy,128.8,11.12,no,delivered,3,677.36,11.0,24.0,-13.0,on_time_or_early,1,1,medium,5.2590062111801235,average,88.0
3388,3388.0,xpressbees,automobile parts,ev bike,standard,north,stormy,19.3,9.03,no,delivered,4,123.59,6.0,24.0,-18.0,on_time_or_early,1,1,short,6.4036269430051815,good,94.0
3389,3389.0,ekart,furniture,ev van,two day,south,rainy,172.7,6.5,no,delivered,4,883.0,6.0,16.0,-10.0,on_time_or_early,1,1,long,5.1129125651418645,good,94.0
3390,3390.0,xpressbees,automobile parts,ev bike,express,west,rainy,129.7,35.22,yes,delayed,3,804.16,4.0,4.0,0.0,on_time_or_early,0,1,medium,6.200154202004627,average,48.0
3391,3391.0,ekart,documents,scooter,express,south,hot,129.8,35.71,yes,delayed,2,806.13,5.0,4.0,1.0,mild_delay,0,1,medium,6.21055469953775,poor,42.0
3392,3392.0,fedex,cosmetics,ev van,standard,east,cold,229.0,35.45,no,delivered,4,1251.35,8.0,24.0,-16.0,on_time_or_early,1,1,very_long,5.464410480349344,good,94.0
3393,3393.0,amazon logistics,furniture,bike,standard,north,hot,119.2,45.28,no,delivered,5,731.84,5.0,24.0,-19.0,on_time_or_early,1,1,medium,6.139597315436242,excellent,100.0
3394,3394.0,blue dart,clothing,bike,same day,central,stormy,21.5,43.49,no,delivered,4,337.97,7.0,8.0,-1.0,on_time_or_early,1,1,short,15.719534883720932,good,94.0
3395,3395.0,dhl,documents,scooter,same day,south,cold,205.3,3.27,no,delivered,5,1136.31,4.0,8.0,-4.0,on_time_or_early,1,1,long,5.534875791524597,excellent,100.0
3396,3396.0,amazon logistics,documents,truck,same day,north,hot,209.5,8.79,no,delivered,4,1173.87,3.0,8.0,-5.0,on_time_or_early,1,1,long,5.603198090692124,good,94.0
3397,3397.0,fedex,clothing,ev bike,standard,north,cold,154.6,7.19,no,delivered,5,794.57,6.0,24.0,-18.0,on_time_or_early,1,1,long,5.139521345407504,excellent,100.0
3398,3398.0,ecom express,automobile parts,scooter,two day,north,foggy,3.6,17.56,no,delivered,5,95.6674,5.0,16.0,-11.0,on_time_or_early,1,1,short,26.574277777777777,excellent,100.0
3399,3399.0,delhivery,clothing,ev van,standard,west,hot,284.7,18.27,no,delivered,5,1478.31,6.0,24.0,-18.0,on_time_or_early,1,1,very_long,5.192518440463646,excellent,100.0
3400,3400.0,xpressbees,pharmacy,ev bike,express,north,cold,91.9,42.57,yes,delayed,2,637.21,5.0,3.0,2.0,mild_delay,0,1,medium,6.93373231773667,poor,42.0
3401,3401.0,amazon logistics,pharmacy,scooter,same day,east,hot,92.5,25.59,no,delivered,4,639.27,3.0,8.0,-5.0,on_time_or_early,1,1,medium,6.911027027027027,good,94.0
3402,3402.0,ecom express,furniture,bike,standard,west,foggy,56.3,35.22,no,delivered,3,387.16,5.0,24.0,-19.0,on_time_or_early,1,1,short,6.876731793960924,average,88.0
3403,3403.0,blue dart,pharmacy,ev bike,same day,south,hot,191.4,6.59,yes,delayed,3,1076.77,8.0,8.0,0.0,on_time_or_early,0,1,long,5.625757575757575,average,48.0
3404,3404.0,ecom express,automobile parts,scooter,same day,west,cold,179.0,7.37,no,delivered,3,1017.11,3.0,8.0,-5.0,on_time_or_early,1,1,long,5.6821787709497205,average,88.0
3405,3405.0,dhl,automobile parts,scooter,same day,south,stormy,266.7,4.04,yes,delayed,2,1445.62,17.0,8.0,9.0,severe_delay,0,1,very_long,5.42039745031871,poor,42.0
3406,3406.0,dhl,fragile items,ev bike,express,east,rainy,188.0,8.64,yes,delayed,3,1015.92,8.0,5.0,3.0,moderate_delay,0,1,long,5.403829787234042,average,48.0
3407,3407.0,dhl,furniture,scooter,two day,north,rainy,82.2,12.55,no,delivered,5,448.65,6.0,16.0,-10.0,on_time_or_early,1,1,medium,5.458029197080291,excellent,100.0
3408,3408.0,shadowfax,cosmetics,van,standard,north,cold,235.7,28.77,no,delivered,4,1264.81,5.0,24.0,-19.0,on_time_or_early,1,1,very_long,5.366185829444209,good,94.0
3409,3409.0,shadowfax,clothing,ev van,same day,north,rainy,87.6,33.06,no,delivered,5,637.18,6.0,8.0,-2.0,on_time_or_early,1,1,medium,7.273744292237443,excellent,100.0
3410,3410.0,fedex,fragile items,ev bike,express,north,cold,268.9,37.47,no,delivered,5,1506.91,4.0,7.0,-3.0,on_time_or_early,1,1,very_long,5.603979174414281,excellent,100.0
3411,3411.0,delhivery,clothing,truck,express,south,stormy,32.8,38.85,yes,failed,1,330.55,6.0,2.0,4.0,moderate_delay,0,0,short,10.077743902439025,poor,6.0
3412,3412.0,ecom express,clothing,ev van,standard,south,rainy,127.9,9.76,no,delivered,3,668.78,6.0,24.0,-18.0,on_time_or_early,1,1,medium,5.228928850664581,average,88.0
3413,3413.0,blue dart,fragile items,ev bike,same day,south,rainy,294.0,3.91,yes,delayed,3,1581.73,13.0,8.0,5.0,moderate_delay,0,1,very_long,5.380034013605442,average,48.0
3414,3414.0,delhivery,cosmetics,van,standard,north,clear,227.0,20.56,no,delivered,4,1196.68,9.0,24.0,-15.0,on_time_or_early,1,1,very_long,5.271718061674009,good,94.0
3415,3415.0,shadowfax,clothing,truck,express,west,stormy,104.0,47.46,yes,delayed,2,712.38,7.0,4.0,3.0,moderate_delay,0,1,medium,6.849807692307692,poor,42.0
3416,3416.0,dhl,automobile parts,truck,express,central,hot,223.8,24.9,no,delivered,5,1243.7,4.0,6.0,-2.0,on_time_or_early,1,1,long,5.5571939231456655,excellent,100.0
3417,3417.0,shadowfax,clothing,van,standard,west,hot,5.5,39.96,no,delivered,5,147.38,1.0,24.0,-23.0,on_time_or_early,1,1,short,26.796363636363637,excellent,100.0
3418,3418.0,amazon logistics,electronics,ev van,two day,north,stormy,6.3,44.78,no,delivered,5,165.84,7.0,16.0,-9.0,on_time_or_early,1,1,short,26.323809523809526,excellent,100.0
3419,3419.0,delhivery,automobile parts,truck,express,west,stormy,122.1,27.5,yes,delayed,3,743.0,9.0,4.0,5.0,moderate_delay,0,1,medium,6.085176085176085,average,48.0
3420,3420.0,ekart,documents,ev bike,two day,south,rainy,287.6,10.89,no,delivered,3,1470.67,10.0,16.0,-6.0,on_time_or_early,1,1,very_long,5.113595271210014,average,88.0
3421,3421.0,fedex,documents,van,same day,south,hot,170.5,37.9,no,delivered,4,1066.2,5.0,8.0,-3.0,on_time_or_early,1,1,long,6.253372434017596,good,94.0
3422,3422.0,amazon logistics,fragile items,scooter,express,west,stormy,31.2,29.78,yes,delayed,3,295.34,4.0,2.0,2.0,mild_delay,0,1,short,9.46602564102564,average,48.0
3423,3423.0,shadowfax,pharmacy,bike,same day,south,cold,173.7,48.29,no,delivered,4,1113.37,7.0,8.0,-1.0,on_time_or_early,1,1,long,6.409729418537708,good,94.0
3424,3424.0,dhl,furniture,ev bike,express,central,cold,270.8,29.93,yes,delayed,2,1493.79,12.0,7.0,5.0,moderate_delay,0,1,very_long,5.516211225997045,poor,42.0
3425,3425.0,shadowfax,automobile parts,truck,express,central,cold,172.7,45.63,yes,delayed,3,1050.39,7.0,5.0,2.0,mild_delay,0,1,long,6.082165605095542,average,48.0
3426,3426.0,ecom express,electronics,truck,two day,west,cold,85.7,22.28,no,delivered,5,495.34,5.0,16.0,-11.0,on_time_or_early,1,1,medium,5.779929988331388,excellent,100.0
3427,3427.0,fedex,automobile parts,bike,same day,east,hot,292.0,49.48,yes,delayed,2,1632.7206,8.0,8.0,0.0,on_time_or_early,0,1,very_long,5.591508904109589,poor,42.0
3428,3428.0,amazon logistics,documents,ev bike,two day,south,rainy,282.4,21.54,no,delivered,3,1476.62,8.0,16.0,-8.0,on_time_or_early,1,1,very_long,5.2288243626062325,average,88.0
3429,3429.0,amazon logistics,pharmacy,scooter,two day,west,rainy,141.9,11.2,no,delivered,4,743.1,7.0,16.0,-9.0,on_time_or_early,1,1,medium,5.236786469344609,good,94.0
3430,3430.0,ekart,documents,truck,two day,east,hot,251.4,26.03,no,delivered,3,1335.09,9.0,16.0,-7.0,on_time_or_early,1,1,very_long,5.310620525059665,average,88.0
3431,3431.0,ekart,documents,van,express,west,rainy,92.8,1.02,yes,delayed,2,517.06,7.0,3.0,4.0,moderate_delay,0,1,medium,5.57176724137931,poor,42.0
3432,3432.0,xpressbees,documents,scooter,express,north,stormy,67.0,36.63,yes,delayed,3,494.89,6.0,3.0,3.0,moderate_delay,0,1,short,7.386417910447761,average,48.0
3433,3433.0,blue dart,pharmacy,bike,two day,south,hot,136.0,36.27,no,delivered,5,788.81,2.0,16.0,-14.0,on_time_or_early,1,1,medium,5.8000735294117645,excellent,100.0
3434,3434.0,dhl,fragile items,ev bike,two day,north,rainy,267.1,43.29,no,delivered,5,1465.37,8.0,16.0,-8.0,on_time_or_early,1,1,very_long,5.486222388618494,excellent,100.0
3435,3435.0,ekart,clothing,bike,express,east,clear,229.9,36.07,yes,failed,2,1307.71,6.0,6.0,0.0,on_time_or_early,0,0,very_long,5.688168769030013,poor,12.0
3436,3436.0,shadowfax,pharmacy,bike,same day,west,clear,297.1,1.99,yes,delayed,3,1599.97,12.0,8.0,4.0,moderate_delay,0,1,very_long,5.385291147761696,average,48.0
3437,3437.0,ekart,fragile items,scooter,same day,north,hot,236.6,44.46,no,delivered,5,1416.38,6.0,8.0,-2.0,on_time_or_early,1,1,very_long,5.986390532544379,excellent,100.0
